id,tune,segment_idx,measure,beat,chord_symbol,chord_function,key,iv,ic1,ic2,ic3,ic4,ic5,ic6,iv_sum,forte_class,cardinality,note_count,pitch_classes,relative_pcs,timestamp_ms,dissonance,iv_distance,iv_sum_norm,dissonance_norm,iv_distance_norm
V3fYc,Warming up a Riff,87,107,0.0,B-,I,Bb major,(345342),3,4,5,3,4,2,21,7-25A,7,8,"[0, 1, 2, 4, 5, 7, 10]","[0, 2, 3, 4, 6, 7, 9]",212000.0,6.6,3.872983346207417,0.34615384615384615,0.34736842105263155,0.23145502494313788
V3fYc,Warming up a Riff,88,108,0.0,C,II,Bb major,(132130),1,3,2,1,3,0,10,5-23A,5,8,"[0, 2, 7, 9, 10]","[0, 2, 7, 9, 10]",214000.0,2.5,4.795831523312719,0.1346153846153846,0.13157894736842105,0.2866057521105554
V3fYc,Warming up a Riff,89,109,0.0,C,II,Bb major,(234222),2,3,4,2,2,2,15,6-23,6,8,"[0, 4, 6, 7, 9, 10]","[0, 4, 6, 7, 9, 10]",216000.0,5.1,3.3166247903554,0.23076923076923078,0.26842105263157895,0.19820624179302296
V3fYc,Warming up a Riff,90,110,0.0,C,II,Bb major,(342231),3,4,2,2,3,1,15,6-9B,6,8,"[0, 5, 7, 9, 10, 11]","[0, 5, 7, 9, 10, 11]",218000.0,5.8,2.8284271247461903,0.23076923076923078,0.30526315789473685,0.16903085094570333
V3fYc,Warming up a Riff,91,111,0.0,F,V,Bb major,(121110),1,2,1,1,1,0,6,4-11A,4,5,"[0, 2, 9, 10]","[4, 5, 7, 9]",220000.0,2.0,3.872983346207417,0.057692307692307696,0.10526315789473684,0.23145502494313788
V3fYc,Warming up a Riff,92,112,0.0,B-,I,Bb major,(122230),1,2,2,2,3,0,10,5-27A,5,6,"[0, 2, 5, 9, 10]","[0, 2, 4, 7, 11]",222000.0,2.0,2.449489742783178,0.1346153846153846,0.10526315789473684,0.14638501094227996
V3fYc,Warming up a Riff,93,114,0.0,C#,bIII,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,6,"[1, 3, 4, 8, 11]","[0, 2, 3, 7, 10]",226000.0,2.0,0.0,0.1346153846153846,0.10526315789473684,0.0
V3fYc,Warming up a Riff,94,115,0.0,F#,bVI,Bb major,(241422),2,4,1,4,2,2,15,6-22A,6,8,"[2, 3, 4, 6, 8, 10]","[0, 2, 4, 8, 9, 10]",228000.0,5.6,3.872983346207417,0.23076923076923078,0.29473684210526313,0.23145502494313788
V3fYc,Warming up a Riff,95,116,0.0,B,bII,Bb major,(232341),2,3,2,3,4,1,15,6-48,6,6,"[1, 2, 3, 6, 8, 10]","[2, 3, 4, 7, 9, 11]",230000.0,4.3,2.8284271247461903,0.23076923076923078,0.2263157894736842,0.16903085094570333
V3fYc,Warming up a Riff,96,117,0.0,B,bII,Bb major,(143250),1,4,3,2,5,0,15,6-32,6,7,"[1, 3, 6, 8, 10, 11]","[0, 2, 4, 7, 9, 11]",232000.0,3.0,2.449489742783178,0.23076923076923078,0.15789473684210525,0.14638501094227996
V3fYc,Warming up a Riff,97,118,0.0,B,bII,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,5,"[1, 2, 6, 9, 11]","[0, 2, 3, 7, 10]",234000.0,2.0,3.0,0.1346153846153846,0.10526315789473684,0.17928429140015903
V3fYc,Warming up a Riff,98,119,0.0,E,#IV,Bb major,(333231),3,3,3,2,3,1,15,6-40B,6,9,"[1, 2, 3, 4, 8, 11]","[0, 4, 7, 9, 10, 11]",236000.0,5.3,2.6457513110645907,0.23076923076923078,0.2789473684210526,0.15811388300841897
V3fYc,Warming up a Riff,99,120,0.0,A,VII,Bb major,(101310),1,0,1,3,1,0,6,4-19A,4,4,"[0, 1, 4, 8]","[3, 4, 7, 11]",238000.0,1.0,4.795831523312719,0.057692307692307696,0.05263157894736842,0.2866057521105554
V3fYc,Warming up a Riff,100,121,0.0,A,VII,Bb major,(122230),1,2,2,2,3,0,10,5-27A,5,8,"[1, 4, 8, 9, 11]","[0, 2, 4, 7, 11]",240000.0,2.0,3.1622776601683795,0.1346153846153846,0.10526315789473684,0.18898223650461363
V3fYc,Warming up a Riff,101,122,0.0,A,VII,Bb major,(444342),4,4,4,3,4,2,21,7-12,7,7,"[2, 4, 7, 8, 9, 10, 11]","[0, 1, 2, 5, 7, 10, 11]",242000.0,7.6,4.795831523312719,0.34615384615384615,0.39999999999999997,0.2866057521105554
V3fYc,Warming up a Riff,102,123,0.0,D,III,Bb major,(345342),3,4,5,3,4,2,21,7-25A,7,8,"[0, 2, 3, 4, 6, 7, 9]","[0, 1, 2, 4, 5, 7, 10]",244000.0,6.6,1.4142135623730951,0.34615384615384615,0.34736842105263155,0.08451542547285167
V3fYc,Warming up a Riff,103,124,0.0,G,VI,Bb major,(012120),0,1,2,1,2,0,6,4-26,4,8,"[2, 4, 7, 11]","[0, 4, 7, 9]",246000.0,0.5,6.244997998398398,0.057692307692307696,0.02631578947368421,0.37321001364608947
V3fYc,Warming up a Riff,104,126,0.0,G,VI,Bb major,(342231),3,4,2,2,3,1,15,6-9B,6,9,"[0, 2, 4, 5, 6, 7]","[0, 5, 7, 9, 10, 11]",250000.0,5.8,4.58257569495584,0.23076923076923078,0.30526315789473685,0.27386127875258304
V3fYc,Warming up a Riff,105,127,0.0,C,II,Bb major,(335442),3,3,5,4,4,2,21,7-32A,7,9,"[1, 2, 4, 5, 7, 9, 10]","[1, 2, 4, 5, 7, 9, 10]",252000.0,6.1,4.0,0.34615384615384615,0.32105263157894737,0.23904572186687872
V3fYc,Warming up a Riff,106,128,0.0,C,II,Bb major,(655552),6,5,5,5,5,2,28,8-4B,8,8,"[0, 1, 2, 6, 7, 9, 10, 11]","[0, 1, 2, 6, 7, 9, 10, 11]",254000.0,10.1,3.872983346207417,0.4807692307692308,0.531578947368421,0.23145502494313788
V3fYc,Warming up a Riff,107,129,0.0,F,V,Bb major,(333321),3,3,3,3,2,1,15,6-10A,6,8,"[2, 3, 5, 6, 7, 9]","[0, 1, 2, 4, 9, 10]",256000.0,5.3,5.5677643628300215,0.23076923076923078,0.2789473684210526,0.33273756282434613
V3fYc,Warming up a Riff,108,131,0.0,B-,I,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[2, 3, 5]","[4, 5, 7]",260000.0,1.5,5.0990195135927845,0.0,0.07894736842105263,0.304724700110022
V3fYc,Warming up a Riff,109,132,0.0,F,V,Bb major,(100011),1,0,0,0,1,1,3,3-5A,3,5,"[2, 3, 8]","[3, 9, 10]",262000.0,1.8,2.0,0.0,0.09473684210526316,0.11952286093343936
V3fYc,Warming up a Riff,110,133,0.0,B-,I,Bb major,(333231),3,3,3,2,3,1,15,6-11B,6,9,"[0, 1, 2, 7, 9, 10]","[0, 2, 3, 4, 9, 11]",264000.0,5.3,5.477225575051661,0.23076923076923078,0.2789473684210526,0.32732683535398854
V3fYc,Warming up a Riff,111,135,0.0,E-,IV,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,4,"[7, 8, 10]","[4, 5, 7]",268000.0,1.5,5.0990195135927845,0.0,0.07894736842105263,0.304724700110022
V3fYc,Warming up a Riff,112,136,0.0,E-,IV,Bb major,(212221),2,1,2,2,2,1,10,5-18B,5,8,"[0, 1, 6, 8, 9]","[3, 5, 6, 9, 10]",270000.0,3.3,3.3166247903554,0.1346153846153846,0.17368421052631577,0.19820624179302296
V3fYc,Warming up a Riff,113,137,0.0,A-,bVII,Bb major,(111000),1,1,1,0,0,0,3,3-2B,3,3,"[6, 8, 9]","[0, 1, 10]",272000.0,1.5,3.3166247903554,0.0,0.07894736842105263,0.19820624179302296
V3fYc,Warming up a Riff,114,138,0.0,B-,I,Bb major,(310132),3,1,0,1,3,2,10,5-7A,5,5,"[3, 4, 5, 9, 10]","[0, 5, 6, 7, 11]",274000.0,5.1,4.358898943540674,0.1346153846153846,0.26842105263157895,0.26049403612586386
V3fYc,Warming up a Riff,115,139,0.0,B-,I,Bb major,(343230),3,4,3,2,3,0,15,6-8,6,8,"[0, 2, 7, 9, 10, 11]","[0, 1, 2, 4, 9, 11]",276000.0,5.0,4.795831523312719,0.23076923076923078,0.2631578947368421,0.2866057521105554
V3fYc,Warming up a Riff,116,140,0.0,C,II,Bb major,(132130),1,3,2,1,3,0,10,5-23B,5,5,"[0, 2, 4, 5, 7]","[0, 2, 4, 5, 7]",278000.0,2.5,2.6457513110645907,0.1346153846153846,0.13157894736842105,0.15811388300841897
V3fYc,Warming up a Riff,117,141,0.0,C,II,Bb major,(101100),1,0,1,1,0,0,3,3-3A,3,3,"[1, 9, 10]","[1, 9, 10]",280000.0,1.0,4.358898943540674,0.0,0.05263157894736842,0.26049403612586386
V3fYc,Warming up a Riff,118,142,0.0,C,II,Bb major,(333231),3,3,3,2,3,1,15,6-40A,6,7,"[0, 1, 3, 6, 10, 11]","[0, 1, 3, 6, 10, 11]",282000.0,5.3,5.291502622129181,0.23076923076923078,0.2789473684210526,0.31622776601683794
V3fYc,Warming up a Riff,119,143,0.0,F,V,Bb major,(212100),2,1,2,1,0,0,6,4-3,4,5,"[0, 1, 9, 10]","[4, 5, 7, 8]",284000.0,2.5,4.123105625617661,0.057692307692307696,0.13157894736842105,0.24640269015229058
V3fYc,Warming up a Riff,120,144,0.0,B-,I,Bb major,(321000),3,2,1,0,0,0,6,4-1,4,5,"[3, 4, 5, 6]","[5, 6, 7, 8]",286000.0,4.0,2.0,0.057692307692307696,0.21052631578947367,0.11952286093343936
V3fYc,Warming up a Riff,121,145,0.0,C,II,Bb major,(111120),1,1,1,1,2,0,6,4-14B,4,4,"[0, 5, 9, 10]","[0, 5, 9, 10]",288000.0,1.5,3.1622776601683795,0.057692307692307696,0.07894736842105263,0.18898223650461363
WG3yc,Bloomdido,0,1,0.0,B-,I,Bb major,(011010),0,1,1,0,1,0,3,3-7B,3,5,"[0, 7, 10]","[0, 2, 9]",0.0,0.5,0.0,0.0,0.02631578947368421,0.0
WG3yc,Bloomdido,1,2,0.0,B-,I,Bb major,(011010),0,1,1,0,1,0,3,3-7A,3,5,"[0, 2, 5]","[2, 4, 7]",2000.0,0.5,0.0,0.0,0.02631578947368421,0.0
WG3yc,Bloomdido,2,3,0.0,B-,I,Bb major,(232341),2,3,2,3,4,1,15,6-26,6,8,"[0, 2, 3, 7, 8, 10]","[0, 2, 4, 5, 9, 10]",4000.0,4.3,5.291502622129181,0.23076923076923078,0.2263157894736842,0.31622776601683794
WG3yc,Bloomdido,3,4,0.0,B-,I,Bb major,(321121),3,2,1,1,2,1,10,5-5A,5,6,"[0, 5, 6, 7, 8]","[2, 7, 8, 9, 10]",6000.0,4.8,3.3166247903554,0.1346153846153846,0.25263157894736843,0.19820624179302296
WG3yc,Bloomdido,4,5,0.0,E-,IV,Bb major,(032221),0,3,2,2,2,1,10,5-34,5,6,"[1, 3, 5, 7, 10]","[0, 2, 4, 7, 10]",8000.0,2.3,3.4641016151377544,0.1346153846153846,0.12105263157894736,0.20701966780270625
WG3yc,Bloomdido,5,6,0.0,E-,IV,Bb major,(211231),2,1,1,2,3,1,10,5-20B,5,7,"[0, 1, 5, 6, 10]","[2, 3, 7, 9, 10]",10000.0,3.3,3.1622776601683795,0.1346153846153846,0.17368421052631577,0.18898223650461363
WG3yc,Bloomdido,6,7,0.0,B-,I,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[0, 9, 10]","[0, 2, 11]",12000.0,1.5,3.872983346207417,0.0,0.07894736842105263,0.23145502494313788
WG3yc,Bloomdido,7,8,0.0,D-,bIII,Bb major,(143250),1,4,3,2,5,0,15,6-32,6,6,"[1, 3, 4, 6, 8, 11]","[0, 2, 3, 5, 7, 10]",14000.0,3.0,6.48074069840786,0.23076923076923078,0.15789473684210525,0.3872983346207417
WG3yc,Bloomdido,8,9,0.0,C,II,Bb major,(332110),3,3,2,1,1,0,10,5-2B,5,7,"[0, 7, 9, 10, 11]","[0, 7, 9, 10, 11]",16000.0,4.5,4.795831523312719,0.1346153846153846,0.23684210526315788,0.2866057521105554
WG3yc,Bloomdido,9,10,0.0,F,V,Bb major,(122311),1,2,2,3,1,1,10,5-26A,5,8,"[0, 2, 3, 6, 10]","[1, 5, 7, 9, 10]",18000.0,2.8,3.1622776601683795,0.1346153846153846,0.14736842105263157,0.18898223650461363
WG3yc,Bloomdido,10,11,0.0,B-,I,Bb major,(100110),1,0,0,1,1,0,3,3-4B,3,12,"[2, 3, 10]","[0, 4, 5]",20000.0,1.0,3.605551275463989,0.0,0.05263157894736842,0.21547290184283363
WG3yc,Bloomdido,11,13,0.0,B-,I,Bb major,(011010),0,1,1,0,1,0,3,3-7B,3,5,"[0, 7, 10]","[0, 2, 9]",24000.0,0.5,2.0,0.0,0.02631578947368421,0.11952286093343936
WG3yc,Bloomdido,12,14,0.0,B-,I,Bb major,(011010),0,1,1,0,1,0,3,3-7A,3,5,"[0, 2, 5]","[2, 4, 7]",26000.0,0.5,0.0,0.0,0.02631578947368421,0.0
WG3yc,Bloomdido,13,15,0.0,B-,I,Bb major,(232341),2,3,2,3,4,1,15,6-26,6,8,"[0, 2, 3, 7, 8, 10]","[0, 2, 4, 5, 9, 10]",28000.0,4.3,5.291502622129181,0.23076923076923078,0.2263157894736842,0.31622776601683794
WG3yc,Bloomdido,14,16,0.0,B-,I,Bb major,(321121),3,2,1,1,2,1,10,5-5A,5,6,"[0, 5, 6, 7, 8]","[2, 7, 8, 9, 10]",30000.0,4.8,3.3166247903554,0.1346153846153846,0.25263157894736843,0.19820624179302296
WG3yc,Bloomdido,15,17,0.0,E-,IV,Bb major,(032221),0,3,2,2,2,1,10,5-34,5,6,"[1, 3, 5, 7, 10]","[0, 2, 4, 7, 10]",32000.0,2.3,3.4641016151377544,0.1346153846153846,0.12105263157894736,0.20701966780270625
WG3yc,Bloomdido,16,18,0.0,E-,IV,Bb major,(211231),2,1,1,2,3,1,10,5-20B,5,7,"[0, 1, 5, 6, 10]","[2, 3, 7, 9, 10]",34000.0,3.3,3.1622776601683795,0.1346153846153846,0.17368421052631577,0.18898223650461363
WG3yc,Bloomdido,17,19,0.0,B-,I,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[0, 9, 10]","[0, 2, 11]",36000.0,1.5,3.872983346207417,0.0,0.07894736842105263,0.23145502494313788
WG3yc,Bloomdido,18,20,0.0,D-,bIII,Bb major,(143250),1,4,3,2,5,0,15,6-32,6,6,"[1, 3, 4, 6, 8, 11]","[0, 2, 3, 5, 7, 10]",38000.0,3.0,6.48074069840786,0.23076923076923078,0.15789473684210525,0.3872983346207417
WG3yc,Bloomdido,19,21,0.0,C,II,Bb major,(332110),3,3,2,1,1,0,10,5-2B,5,7,"[0, 7, 9, 10, 11]","[0, 7, 9, 10, 11]",40000.0,4.5,4.795831523312719,0.1346153846153846,0.23684210526315788,0.2866057521105554
WG3yc,Bloomdido,20,22,0.0,F,V,Bb major,(122311),1,2,2,3,1,1,10,5-26A,5,8,"[0, 2, 3, 6, 10]","[1, 5, 7, 9, 10]",42000.0,2.8,3.1622776601683795,0.1346153846153846,0.14736842105263157,0.18898223650461363
WG3yc,Bloomdido,21,23,0.0,B-,I,Bb major,(100110),1,0,0,1,1,0,3,3-4B,3,12,"[2, 3, 10]","[0, 4, 5]",44000.0,1.0,3.605551275463989,0.0,0.05263157894736842,0.21547290184283363
WG3yc,Bloomdido,22,25,0.0,B-,I,Bb major,(021030),0,2,1,0,3,0,6,4-23,4,7,"[3, 5, 8, 10]","[0, 5, 7, 10]",48000.0,1.0,3.3166247903554,0.057692307692307696,0.05263157894736842,0.19820624179302296
WG3yc,Bloomdido,23,26,0.0,E-,IV,Bb major,(224232),2,2,4,2,3,2,15,6-50,6,9,"[0, 1, 3, 6, 7, 10]","[0, 3, 4, 7, 9, 10]",50000.0,4.6,4.58257569495584,0.23076923076923078,0.2421052631578947,0.27386127875258304
WG3yc,Bloomdido,24,27,0.0,B-,I,Bb major,(344352),3,4,4,3,5,2,21,7-29A,7,8,"[0, 2, 3, 5, 8, 9, 10]","[0, 2, 4, 5, 7, 10, 11]",52000.0,6.6,3.1622776601683795,0.34615384615384615,0.34736842105263155,0.18898223650461363
WG3yc,Bloomdido,25,28,0.0,B-,I,Bb major,(142422),1,4,2,4,2,2,15,6-34A,6,8,"[0, 2, 5, 6, 8, 10]","[0, 2, 4, 7, 8, 10]",54000.0,4.6,4.242640687119285,0.23076923076923078,0.2421052631578947,0.25354627641855493
WG3yc,Bloomdido,26,29,0.0,E-,IV,Bb major,(032140),0,3,2,1,4,0,10,5-35,5,5,"[0, 3, 5, 7, 10]","[0, 2, 4, 7, 9]",56000.0,1.5,4.358898943540674,0.1346153846153846,0.07894736842105263,0.26049403612586386
WG3yc,Bloomdido,27,31,0.0,B-,I,Bb major,(344451),3,4,4,4,5,1,21,7-27B,7,8,"[0, 2, 3, 5, 6, 7, 10]","[0, 2, 4, 5, 7, 8, 9]",60000.0,5.8,5.0,0.34615384615384615,0.30526315789473685,0.2988071523335984
WG3yc,Bloomdido,28,32,0.0,G,VI,Bb major,(114112),1,1,4,1,1,2,10,5-31B,5,9,"[2, 5, 7, 8, 11]","[0, 1, 4, 7, 10]",62000.0,3.1,6.244997998398398,0.1346153846153846,0.1631578947368421,0.37321001364608947
WG3yc,Bloomdido,29,33,0.0,C,II,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,8,"[0, 2, 3, 7, 10]","[0, 2, 3, 7, 10]",64000.0,2.0,3.7416573867739413,0.1346153846153846,0.10526315789473684,0.22360679774997896
WG3yc,Bloomdido,30,34,0.0,F,V,Bb major,(001110),0,0,1,1,1,0,3,3-11B,3,5,"[0, 5, 9]","[0, 4, 7]",66000.0,0.0,3.3166247903554,0.0,0.0,0.19820624179302296
WG3yc,Bloomdido,31,37,0.0,B-,I,Bb major,(333231),3,3,3,2,3,1,15,6-40B,6,8,"[2, 5, 7, 8, 9, 10]","[0, 4, 7, 9, 10, 11]",72000.0,5.3,5.291502622129181,0.23076923076923078,0.2789473684210526,0.31622776601683794
WG3yc,Bloomdido,32,38,0.0,E-,IV,Bb major,(234222),2,3,4,2,2,2,15,6-23,6,8,"[0, 1, 3, 7, 9, 10]","[0, 4, 6, 7, 9, 10]",74000.0,5.1,2.0,0.23076923076923078,0.26842105263157895,0.11952286093343936
WG3yc,Bloomdido,33,39,0.0,B-,I,Bb major,(465472),4,6,5,4,7,2,28,8-23,8,9,"[0, 2, 3, 4, 5, 7, 9, 10]","[0, 2, 4, 5, 6, 7, 9, 11]",76000.0,8.6,6.557438524302,0.4807692307692308,0.4526315789473684,0.3918819064098629
WG3yc,Bloomdido,34,40,0.0,F,V,Bb major,(101100),1,0,1,1,0,0,3,3-3B,3,4,"[0, 8, 11]","[3, 6, 7]",78000.0,1.0,11.090536506409418,0.0,0.05263157894736842,0.6627863262664027
WG3yc,Bloomdido,35,40,2.0,B-,I,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[4, 6, 7, 9]","[6, 8, 9, 11]",79000.0,2.0,2.6457513110645907,0.057692307692307696,0.10526315789473684,0.15811388300841897
WG3yc,Bloomdido,36,41,0.0,E-,IV,Bb major,(353442),3,5,3,4,4,2,21,7-24B,7,9,"[1, 3, 5, 6, 7, 8, 11]","[0, 2, 3, 4, 5, 8, 10]",80000.0,7.1,6.557438524302,0.34615384615384615,0.3736842105263158,0.3918819064098629
WG3yc,Bloomdido,37,42,0.0,E-,IV,Bb major,(344451),3,4,4,4,5,1,21,7-27B,7,9,"[0, 1, 2, 5, 7, 9, 10]","[2, 4, 6, 7, 9, 10, 11]",82000.0,5.8,2.0,0.34615384615384615,0.30526315789473685,0.11952286093343936
WG3yc,Bloomdido,38,43,0.0,B-,I,Bb major,(433221),4,3,3,2,2,1,15,6-3B,6,9,"[0, 6, 7, 9, 10, 11]","[0, 1, 2, 8, 9, 11]",84000.0,6.3,4.0,0.23076923076923078,0.33157894736842103,0.23904572186687872
WG3yc,Bloomdido,39,44,0.0,G,VI,Bb major,(335442),3,3,5,4,4,2,21,7-32A,7,8,"[0, 2, 3, 5, 7, 8, 11]","[0, 1, 4, 5, 7, 8, 10]",86000.0,6.1,3.7416573867739413,0.34615384615384615,0.32105263157894737,0.22360679774997896
WG3yc,Bloomdido,40,45,0.0,C,II,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,7,"[0, 2, 3, 7, 10]","[0, 2, 3, 7, 10]",88000.0,2.0,4.795831523312719,0.1346153846153846,0.10526315789473684,0.2866057521105554
WG3yc,Bloomdido,41,46,0.0,F,V,Bb major,(121110),1,2,1,1,1,0,6,4-11B,4,4,"[5, 7, 9, 10]","[0, 2, 4, 5]",90000.0,2.0,2.449489742783178,0.057692307692307696,0.10526315789473684,0.14638501094227996
WG3yc,Bloomdido,42,47,0.0,B-,I,Bb major,(111120),1,1,1,1,2,0,6,4-14B,4,6,"[2, 3, 5, 10]","[0, 4, 5, 7]",92000.0,1.5,1.4142135623730951,0.057692307692307696,0.07894736842105263,0.08451542547285167
WG3yc,Bloomdido,43,49,0.0,B-,I,Bb major,(223111),2,2,3,1,1,1,10,5-10B,5,10,"[0, 1, 3, 4, 10]","[0, 2, 3, 5, 6]",96000.0,3.8,2.8284271247461903,0.1346153846153846,0.19999999999999998,0.16903085094570333
WG3yc,Bloomdido,44,50,0.0,B-,I,Bb major,(021030),0,2,1,0,3,0,6,4-23,4,7,"[3, 5, 8, 10]","[0, 5, 7, 10]",98000.0,1.0,3.7416573867739413,0.057692307692307696,0.05263157894736842,0.22360679774997896
WG3yc,Bloomdido,45,51,0.0,B-,I,Bb major,(233331),2,3,3,3,3,1,15,6-46A,6,9,"[1, 2, 3, 5, 7, 10]","[0, 3, 4, 5, 7, 9]",100000.0,4.3,4.358898943540674,0.23076923076923078,0.2263157894736842,0.26049403612586386
WG3yc,Bloomdido,46,52,0.0,B-,I,Bb major,(143241),1,4,3,2,4,1,15,6-33B,6,8,"[1, 4, 6, 8, 10, 11]","[0, 1, 3, 6, 8, 10]",102000.0,3.8,2.0,0.23076923076923078,0.19999999999999998,0.11952286093343936
WG3yc,Bloomdido,47,53,0.0,E-,IV,Bb major,(032221),0,3,2,2,2,1,10,5-34,5,8,"[1, 3, 5, 7, 10]","[0, 2, 4, 7, 10]",104000.0,2.3,2.6457513110645907,0.1346153846153846,0.12105263157894736,0.15811388300841897
WG3yc,Bloomdido,48,54,0.0,E-,IV,Bb major,(333231),3,3,3,2,3,1,15,6-40A,6,10,"[0, 2, 5, 9, 10, 11]","[2, 6, 7, 8, 9, 11]",106000.0,5.3,3.3166247903554,0.23076923076923078,0.2789473684210526,0.19820624179302296
WG3yc,Bloomdido,49,56,0.0,B-,I,Bb major,(111000),1,1,1,0,0,0,3,3-2A,3,3,"[2, 3, 5]","[4, 5, 7]",110000.0,1.5,5.0990195135927845,0.0,0.07894736842105263,0.304724700110022
WG3yc,Bloomdido,50,57,0.0,C,II,Bb major,(210000),2,1,0,0,0,0,3,3-1,3,5,"[0, 1, 2]","[0, 1, 2]",112000.0,2.5,1.4142135623730951,0.0,0.13157894736842105,0.08451542547285167
WG3yc,Bloomdido,51,58,0.0,F,V,Bb major,(122311),1,2,2,3,1,1,10,5-26A,5,8,"[0, 3, 7, 9, 11]","[2, 4, 6, 7, 10]",114000.0,2.8,4.123105625617661,0.1346153846153846,0.14736842105263157,0.24640269015229058
WG3yc,Bloomdido,52,59,0.0,B-,I,Bb major,(110121),1,1,0,1,2,1,6,4-16A,4,6,"[0, 5, 6, 10]","[0, 2, 7, 8]",116000.0,2.3,3.1622776601683795,0.057692307692307696,0.12105263157894736,0.18898223650461363
WG3yc,Bloomdido,53,60,0.0,C,II,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[0, 7, 9, 10]","[0, 7, 9, 10]",118000.0,2.0,2.8284271247461903,0.057692307692307696,0.10526315789473684,0.16903085094570333
WG3yc,Bloomdido,54,60,2.0,F,V,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 2, 3, 5]","[0, 7, 9, 10]",119000.0,2.0,0.0,0.057692307692307696,0.10526315789473684,0.0
WG3yc,Bloomdido,55,61,0.0,B-,I,Bb major,(210111),2,1,0,1,1,1,6,4-5A,4,6,"[4, 5, 6, 10]","[0, 6, 7, 8]",120000.0,3.3,2.8284271247461903,0.057692307692307696,0.17368421052631577,0.16903085094570333
WG3yc,Bloomdido,56,62,0.0,B-,I,Bb major,(444441),4,4,4,4,4,1,21,7-11A,7,8,"[0, 1, 2, 3, 5, 9, 10]","[0, 2, 3, 4, 5, 7, 11]",122000.0,6.8,6.855654600401044,0.34615384615384615,0.35789473684210527,0.4097037257057139
WG3yc,Bloomdido,57,63,0.0,B-,I,Bb major,(554331),5,5,4,3,3,1,21,7-2B,7,8,"[0, 5, 7, 8, 9, 10, 11]","[0, 1, 2, 7, 9, 10, 11]",124000.0,8.3,2.0,0.34615384615384615,0.4368421052631579,0.11952286093343936
WG3yc,Bloomdido,58,64,0.0,B-,I,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,5,"[5, 7, 8, 10]","[0, 7, 9, 10]",126000.0,2.0,6.557438524302,0.057692307692307696,0.10526315789473684,0.3918819064098629
WG3yc,Bloomdido,59,65,0.0,E-,IV,Bb major,(555562),5,5,5,5,6,2,28,8-14A,8,12,"[1, 2, 3, 5, 6, 7, 8, 10]","[0, 2, 3, 4, 5, 7, 10, 11]",128000.0,9.1,9.38083151964686,0.4807692307692308,0.4789473684210526,0.5606119105813882
WG3yc,Bloomdido,60,66,0.0,E-,IV,Bb major,(332232),3,3,2,2,3,2,15,6-12B,6,7,"[3, 4, 6, 8, 9, 10]","[0, 1, 3, 5, 6, 7]",130000.0,6.1,5.916079783099616,0.23076923076923078,0.32105263157894737,0.3535533905932738
WG3yc,Bloomdido,61,67,0.0,B-,I,Bb major,(254361),2,5,4,3,6,1,21,7-35,7,9,"[0, 2, 3, 5, 7, 9, 10]","[0, 2, 4, 5, 7, 9, 11]",132000.0,5.3,4.47213595499958,0.34615384615384615,0.2789473684210526,0.2672612419124244
WG3yc,Bloomdido,62,68,0.0,D,III,Bb major,(122010),1,2,2,0,1,0,6,4-10,4,4,"[0, 2, 3, 5]","[0, 1, 3, 10]",134000.0,2.0,7.0,0.057692307692307696,0.10526315789473684,0.4183300132670378
WG3yc,Bloomdido,63,68,2.0,G,VI,Bb major,(112101),1,1,2,1,0,1,6,4-12A,4,4,"[5, 7, 8, 11]","[0, 1, 4, 10]",135000.0,2.3,2.0,0.057692307692307696,0.12105263157894736,0.11952286093343936
WG3yc,Bloomdido,64,69,0.0,C,II,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,8,"[0, 2, 3, 7, 10]","[0, 2, 3, 7, 10]",136000.0,2.0,3.4641016151377544,0.1346153846153846,0.10526315789473684,0.20701966780270625
WG3yc,Bloomdido,65,70,0.0,F,V,Bb major,(122230),1,2,2,2,3,0,10,5-27B,5,5,"[2, 5, 7, 9, 10]","[0, 2, 4, 5, 9]",138000.0,2.0,0.0,0.1346153846153846,0.10526315789473684,0.0
WG3yc,Bloomdido,66,71,0.0,B-,I,Bb major,(012120),0,1,2,1,2,0,6,4-26,4,4,"[2, 5, 7, 10]","[0, 4, 7, 9]",140000.0,0.5,2.0,0.057692307692307696,0.02631578947368421,0.11952286093343936
WG3yc,Bloomdido,67,72,2.0,F,V,Bb major,(011010),0,1,1,0,1,0,3,3-7B,3,4,"[0, 7, 10]","[2, 5, 7]",143000.0,0.5,1.7320508075688772,0.0,0.02631578947368421,0.10350983390135313
